ticker;rank;index;ROIC;EBIT/EV;EV;EBIT;WC;FA;STD;EC;P;V;Market;Sector;Name
EAF;22;270;0,7201137163761111;0,14514595013614778;4685731840;680115000,0;431074000,0;513381000,0;5163000,0;131787412,5;11,18;203517044;us_market;Electrical Equipment & Parts;GrafTech International Ltd.
OMC;23;272;1,052906169940222;0,11456990330356263;17218527232;1972725000,0;65000000,0;1808600000,0;;5453778500,0;67,63;210892063;us_market;Advertising Agencies;Omnicom Group Inc.
QRTEA;24;284;0,8901762402088773;0,11787915219790365;11569051648;1363750000,0;-139000000,0;1671000000,0;1750000000,0;675727500,0;8,22;367661467;us_market;Internet Retail;Qurate Retail, Inc.
DLX;25;285;1,5046479669275332;0,1000525664811529;3299418112;330115250,0;94811000,0;124586000,0;;103714307,5;34,87;42263034;us_market;Advertising Agencies;Deluxe Corporation
QRTEB;26;287;0,8901762402088773;0,11779621035141342;11577197568;1363750000,0;-139000000,0;1671000000,0;1750000000,0;675727500,0;8,75;367661467;us_market;Internet Retail;Qurate Retail, Inc.
ALSN;27;291;0,757590597453477;0,12907676315754624;5992558080;773500000,0;383000000,0;638000000,0;20000000,0;285615000,0;34,34;103300035;us_market;Auto Parts;Allison Transmission Holdings, Inc.
GILD;28;296;1,0766010575793183;0,10544149964100144;104268718080;10994250000,0;4599000000,0;5613000000,0;2757000000,0;5758570000,0;66,47;1253216945;us_market;Drug Manufacturers—General;Gilead Sciences, Inc.
MFGP;29;301;9,41383565257353;0,08485375093962809;6035238912;512112659,5;-246500000,0;300900000,0;21400000,0;705380806,0375;5,33;332469543;us_market;Software—Infrastructure;Micro Focus International plc
CAAP;30;308;3,202604504212573;0,08690909269530793;2274385152;197664750,0;-32561000,0;94281000,0;216410000,0;268112765,0;5,75;18375619;us_market;Airports & Air Services;Corporación América Airports S.A.
AMCX;31;314;0,5408407195190811;0,17757617149882945;4455426048;791177500,0;1060299000,0;402567000,0;77403000,0;859393757,5;42,97;29597415;us_market;Broadcasting;AMC Networks Inc.
PAC;32;332;0,4585070614366364;0,274676181705178;22957875200;6305981500,0;11583434000,0;2169858000,0;3410294000,0;14325226180,0;135,24;38836576;us_market;Airports & Air Services;Grupo Aeroportuario del Pacífico, S.A.B. de C.V.
VIAC;33;354;0,556917061350369;0,1311505613318416;38553018368;5056250000,0;5483000000,0;3596000000,0;;2720892500,0;35,9;582394073;us_market;Entertainment;ViacomCBS Inc.
BTI;34;357;3,047589229805886;0,08043201834486362;121021456384;9734000000,0;-1866000000,0;5060000000,0;3655000000,0;2899727500,0;34,3;2097133260;us_market;Tobacco;British American Tobacco p.l.c.
LEE;35;367;0,5603760095701231;0,12078007248354415;655455808;79166000,0;-35269000,0;176542000,0;13733000,0;28136110,0;20,9;4560723;us_market;Publishing;Lee Enterprises, Incorporated
VIACA;36;367;0,556917061350369;0,12558307444682343;40262193152;5056250000,0;5483000000,0;3596000000,0;;2720892500,0;38,92;582394073;us_market;Entertainment;ViacomCBS Inc.
SGU;37;390;0,786800604593304;0,09087134256672603;647310784;58822000,0;-118510000,0;193271000,0;13000000,0;41354195,0;11,09;33119179;us_market;Oil & Gas Midstream;Star Group, L.P.
CIG;38;393;0,39309413774408775;0,29344045113601164;11232854016;3296173750,0;5765985000,0;2619217000,0;2059315000,0;1443665737,5;2,29;1298292542;us_market;Utilities—Diversified;Companhia Energética de Minas Gerais
VIA;39;400;0,4330381824831798;0,1488932224645073;341929600;50911000,0;114213000,0;3354000,0;;63752505,0;11,55;10833087;us_market;Utilities—Regulated Electric;Via Renewables, Inc.
TVTY;40;424;1,1710142848175615;0,07797401148433207;1674763136;130588000,0;72419000,0;39098000,0;22209000,0;94799947,5;27,92;33895172;us_market;Medical Care Facilities;Tivity Health, Inc.
PINC;41;424;2,503905515659661;0,07369382883411486;5422139904;399578250,0;65512000,0;94070000,0;174243000,0;115583402,5;41,09;120696563;us_market;Health Information Services;Premier, Inc.
MCFT;42;427;0,5939305009695851;0,09633486140119002;594535552;57274500,0;35938000,0;60495000,0;2866000,0;35032032,5;27,86;17644856;us_market;Recreational Vehicles;MasterCraft Boat Holdings, Inc.
RLGY;43;429;0,7768485915492958;0,08617733175841208;5120256000;441250000,0;-81000000,0;649000000,0;62000000,0;460050000,0;17,86;114855706;us_market;Real Estate Services;Realogy Holdings Corp.
KHC;44;432;0,6162368859692127;0,0920004350601474;68314894336;6285000000,0;2761000000,0;7438000000,0;152000000,0;3158235000,0;37,19;675633688;us_market;Packaged Foods;The Kraft Heinz Company
DISCK;45;436;0,6085730088495576;0,09204670006713296;29884286976;2750750000,0;3048000000,0;1472000000,0;335000000,0;1992897500,0;24,7;463507844;us_market;Entertainment;Discovery, Inc.
TGNA;46;439;0,8342747509706263;0,08277157649206925;8224338944;680741500,0;248419000,0;567549000,0;;17599037,5;20,14;219708104;us_market;Broadcasting;TEGNA Inc.
BSIG;47;443;0,4063838069287661;0,13955502202167552;1496184064;208800000,0;351500000,0;162300000,0;2900000,0;393558500,0;30,05;59344984;us_market;Asset Management;BrightSphere Investment Group Inc.
CDK;48;447;1,6587314939434723;0,0733326009182019;6722453504;492975000,0;194000000,0;103200000,0;2200000,0;140242000,0;43,03;117868690;us_market;Software—Application;CDK Global, Inc.
LX;49;457;0,3513323783216624;0,24376152536501922;6520713216;1589499000,0;4398509000,0;125694000,0;4685935000,0;1475185382,5;5,52;97502235;us_market;Credit Services;LexinFintech Holdings Ltd.
REZI;50;474;0,437609841827768;0,1103856681249231;4511455232;498000000,0;687000000,0;451000000,0;7000000,0;468487500,0;27,2;136054982;us_market;Security & Protection Services;Resideo Technologies, Inc.
ITRN;51;480;0,4770332729803747;0,09927450018604365;528134112;52430250,0;66708000,0;43201000,0;19468000,0;69650675,0;26,66;13172756;us_market;Communication Equipment;Ituran Location and Control Ltd.
AER;52;492;2,4255641297771255;0,06875563423891833;35566968832;2445429500,0;945075000,0;63115000,0;167303000,0;1200600895,0;64,64;123500367;us_market;Airports & Air Services;AerCap Holdings N.V.
TAP;53;493;0,5312964050143316;0,08912514622299685;17261963264;1538475000,0;-1490800000,0;4386500000,0;1049700000,0;665085500,0;46,21;193246355;us_market;Beverages—Brewers;Molson Coors Beverage Company
TEVA;54;497;0,47405167264038234;0,09566625920044287;33180454912;3174250000,0;-159000000,0;6855000000,0;3188000000,0;1992825000,0;9,22;1097812004;us_market;Drug Manufacturers—Specialty & Generic;Teva Pharmaceutical Industries Limited
SWBI;55;510;0,3815252636059424;0,11860046619829968;929595840;110250500,0;142598000,0;146375000,0;;106324502,5;22,25;43137530;us_market;Aerospace & Defense;Smith & Wesson Brands, Inc.
HCC;56;511;0,31732355805272394;0,2549523821363149;1288360192;328470500,0;297165000,0;737963000,0;;200434135,0;22,93;51034129;us_market;Coking Coal;Warrior Met Coal, Inc.
SJM;57;511;1,0435862691960254;0,07118319764860329;17852176384;1270775000,0;-925800000,0;2143500000,0;1152900000,0;256803000,0;124,81;103488889;us_market;Packaged Foods;The J. M. Smucker Company
MBT;58;515;0,3126362638842334;0,25546570491392523;427160076288;109124750000,0;-66260000000,0;415307000000,0;34125000000,0;80830782500,0;9,17;287260366;us_market;Telecom Services;Mobile TeleSystems Public Joint Stock Company
UONE;59;519;0,5587099172943855;0,08286198504571685;1187833600;98426250,0;116057000,0;60110000,0;23362000,0;69153987,5;7,0;22645456;us_market;Broadcasting;Urban One, Inc.
DISCA;60;522;0,6085730088495576;0,07928086617633136;34696265728;2750750000,0;3048000000,0;1472000000,0;335000000,0;1992897500,0;25,46;463947853;us_market;Entertainment;Discovery, Inc.
MCK;61;525;0,5016359060402684;0,08638320619719392;34610315264;2989750000,0;1279000000,0;4681000000,0;774000000,0;4048112500,0;223,09;158026509;us_market;Medical Distribution;McKesson Corporation
EGY;62;526;0,36354162265692114;0,1248242576578478;206802752;25814000,0;11402000,0;59605000,0;;47018837,5;3,73;51720415;us_market;Oil & Gas E&P;VAALCO Energy, Inc.
VIASP;63;530;0,4330381824831798;0,09457434289751757;538317248;50911000,0;114213000,0;3354000,0;;63752505,0;25,49;10833087;us_market;Utilities—Regulated Electric;Via Renewables, Inc.
SAMG;64;532;0,3617420726665204;0,12173039122909468;176092016;21435750,0;23412000,0;35845000,0;;61497585,0;16,5;9017535;us_market;Asset Management;Silvercrest Asset Management Group Inc.
VIACP;65;539;0,556917061350369;0,08050273056040369;62808428544;5056250000,0;5483000000,0;3596000000,0;;2720892500,0;59,82;580139193;us_market;Entertainment;ViacomCBS Inc.
GIB;66;540;0,7520131708486137;0,07307392245743165;23875131392;1744649500,0;1280161000,0;1039811000,0;316084000,0;1591416895,0;90,11;188791818;us_market;Information Technology Services;CGI Inc.
CPB;67;541;0,6877587991718427;0,07397057850037139;17963223040;1328750000,0;-690000000,0;2622000000,0;921000000,0;785875000,0;40,96;193798396;us_market;Packaged Foods;Campbell Soup Company
TLK;68;542;0,26783950184513605;1827,7281993435042;22992340992;42023750000000,0;-22590000000000,0;179489000000000,0;9350000000000,0;19261327500000,0;25,84;472417805;us_market;Telecom Services;Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk
EVC;69;546;0,35396473397856026;0,11832716576520731;832972288;98563250,0;172926000,0;105529000,0;3000000,0;115533375,0;8,83;59402639;us_market;Broadcasting;Entravision Communications Corporation
KOF;70;548;0,2805702235063598;0,44900424910307024;56446570496;25344750000,0;29595000000,0;60738000000,0;3376000000,0;41637790000,0;54,64;49940985;us_market;Beverages—Non-Alcoholic;Coca-Cola FEMSA, S.A.B. de C.V.
BUD;71;548;0,7620955989507432;0,07241187208505459;216656461824;15688500000,0;-5833000000,0;26419000000,0;1162000000,0;14730262500,0;59,5;935540520;us_market;Beverages—Brewers;Anheuser-Busch InBev SA/NV
LGO;72;552;0,401238038153897;0,09893027070452268;981150656;97065500,0;92950000,0;148965000,0;;76859420,0;11,79;36310544;us_market;Other Industrial Metals & Mining;Largo Resources Ltd.
HLF;73;559;0,49978200554894964;0,08111828965576802;7772291584;630475000,0;648500000,0;613000000,0;22700000,0;996054000,0;43,32;87028046;us_market;Packaged Foods;Herbalife Nutrition Ltd.
GIS;74;560;2,076283834203921;0,06361626407780856;48111124480;3060650000,0;-2511300000,0;3985400000,0;2463100000,0;1334302000,0;62,71;605261263;us_market;Packaged Foods;General Mills, Inc.
WEBR;75;570;0,7284714392156086;0,07107023426431545;2072677376;147305666,66666666;45023000,0;157189000,0;36764000,0;109920326,66666667;16,27;19014967;us_market;Furnishings, Fixtures & Appliances;Weber Inc.
HPE;76;573;5,505780346820809;0,06074737155632392;31359381504;1905000000,0;-2182000000,0;2528000000,0;2770000000,0;3214400000,0;15,27;1304557520;us_market;Communication Equipment;Hewlett Packard Enterprise Company
LEGH;77;575;0,8885191751876229;0,06808988897217998;537275072;36583000,0;18557000,0;22616000,0;;-822732,5;18,84;14897687;us_market;Residential Construction;Legacy Housing Corporation
LFVN;78;577;0,3711955514365153;0,10213872554535938;98033336;10013000,0;18849000,0;8126000,0;;19984085,0;6,77;11473193;us_market;Packaged Foods;LifeVantage Corporation
DXC;79;579;0,3440503432494279;0,11356091060466748;13239590912;1503500000,0;58000000,0;4312000000,0;556000000,0;2768520000,0;33,83;249566571;us_market;Information Technology Services;DXC Technology Company
ERF;80;583;0,5805069745521082;0,07382098612542226;3687443968;272210750,0;-159017000,0;627936000,0;103836000,0;104627932,5;9,49;236813400;us_market;Oil & Gas E&P;Enerplus Corporation
AMG;81;583;0,5949031937779249;0,07337566180887319;9798889472;719000000,0;1104600000,0;104000000,0;1900000,0;1017323750,0;185,87;40964762;us_market;Asset Management;Affiliated Managers Group, Inc.
PBH;82;586;1,2042998195349432;0,06361047540557685;4741888000;301633750,0;147697000,0;102767000,0;2363000,0;22493672,5;61,64;49731887;us_market;Medical Distribution;Prestige Consumer Healthcare Inc.
CELP;83;589;0,2984346903960533;0,14244401379733482;90881320;12945500,0;30325000,0;13053000,0;;14870635,0;1,6;4397960;us_market;Oil & Gas Equipment & Services;Cypress Environmental Partners, L.P.
PFG;84;597;0,37401249496170896;0,0956131673758176;19409983488;1855850000,0;3943000000,0;1019000000,0;62800000,0;2701564500,0;68,46;267221230;us_market;Insurance—Diversified;Principal Financial Group, Inc.
ACCO;85;601;0,38274556684598526;0,09116394510826856;2107192704;192100000,0;171300000,0;330600000,0;70800000,0;17847750,0;8,96;92291192;us_market;Business Equipment & Supplies;ACCO Brands Corporation
THRY;86;602;0,48454387742569394;0,07770265013645188;1624719360;126245000,0;162298000,0;98246000,0;;-11677440,0;31,57;14345066;us_market;Internet Content & Information;Thryv Holdings, Inc.
AMGN;87;603;0,675209629429267;0,06964231917793669;143375466496;9985000000,0;9491000000,0;5297000000,0;91000000,0;6027545000,0;214,93;566762076;us_market;Drug Manufacturers—General;Amgen Inc.
EBIX;88;604;0,5673244803547989;0,07279675122528627;1834542720;133548750,0;170508000,0;64893000,0;23457000,0;99864947,5;38,32;23633980;us_market;Software—Application;Ebix, Inc.
HRB;89;607;0,3527339857719966;0,09877254019388747;6010354688;593658000,0;1097896000,0;585123000,0;;1404517940,0;24,58;177012596;us_market;Personal Services;H&R Block, Inc.
BIPC;90;609;0,31741573033707865;0,11816452958103138;7889423360;932250000,0;-2174000000,0;5111000000,0;11000000,0;177167500,0;62,62;36200978;us_market;Utilities—Regulated Gas;Brookfield Infrastructure Corporation
EPC;91;611;0,3416619718309859;0,1037586059435738;2922408192;303225000,0;473100000,0;414400000,0;;343141250,0;37,65;54082759;us_market;Household & Personal Products;Edgewell Personal Care Company
HBI;92;613;0,3837057787164946;0,08910350247403952;9982236672;889452250,0;1305019000,0;1013039000,0;263936000,0;842170405,0;17,8;345883647;us_market;Apparel Manufacturing;Hanesbrands Inc.
VGR;93;616;0,4227653751527333;0,08227358756177311;3103641856;255347750,0;380588000,0;223406000,0;12500000,0;338489667,5;13,83;121434438;us_market;Tobacco;Vector Group Ltd.
VEON;94;619;0,29676630945666477;0,12971476256704823;12169008128;1578500000,0;-1560000000,0;6879000000,0;1224000000,0;1505587500,0;2,06;907674684;us_market;Telecom Services;VEON Ltd.
PM;95;619;1,2757858820897192;0,06167493585732688;184908988416;11404250000,0;1877000000,0;7062000000,0;3124000000,0;6987820000,0;93,72;1555174543;us_market;Tobacco;Philip Morris International Inc.
ENIA;96;625;0,29790696800668953;0,1255512709640472;17746405376;2228083750,0;-1097966000,0;8577092000,0;1815305000,0;1384815230,0;6,07;532604177;us_market;Utilities—Regulated Electric;Enel Américas S.A.
ONEW;97;626;0,606938086923694;0,06956238929835971;739573504;51446500,0;66322000,0;18442000,0;7419000,0;59124795,0;48,11;7736289;us_market;Recreational Vehicles;OneWater Marine Inc.
JHG;98;635;0,3506844380403458;0,09322878453665351;6265232384;584100000,0;1465900000,0;199700000,0;;1086560750,0;47,13;146231983;us_market;Asset Management;Janus Henderson Group plc
REDU;99;636;0,25609573012561365;0,2031443340422777;407260928;82732750,0;-423787000,0;746841000,0;226744000,0;542797307,5;0,7413;16160813;us_market;Education & Training Services;RISE Education Cayman Ltd
CCEL;100;649;1,249645284855066;0,0598998222156872;85148120;5100357,25;2141581,0;1939863,0;3100000,0;10067207,6675;12,5;3310024;us_market;Medical Care Facilities;Cryo-Cell International, Inc.
IBM;101;650;0,7892775638282699;0,06326344011875253;174939111424;11067250000,0;-704000000,0;14726000000,0;6956000000,0;12438255000,0;120,85;894742550;us_market;Information Technology Services;International Business Machines Corporation
ABC;102;651;1,6807664761197396;0,05876143173911064;32348960768;1900871250,0;-797375000,0;1928330000,0;501259000,0;2871329730,0;126,78;148432726;us_market;Medical Distribution;AmerisourceBergen Corporation
LND;103;659;0,2557456627266593;0,16949892478181705;693143040;117487000,0;242372000,0;217018000,0;217274000,0;167276420,0;4,7086;34691308;us_market;Farm Products;BrasilAgro - Companhia Brasileira de Propriedades Agrícolas
CAH;104;665;0,2995275464445868;0,10728671639647851;17432260608;1870250000,0;3424000000,0;2820000000,0;852000000,0;1912670000,0;49,16;289697878;us_market;Medical Distribution;Cardinal Health, Inc.
GSK;105;679;0,8584019769357496;0,061057092508934215;128007241728;7815750000,0;-1901000000,0;11006000000,0;2449000000,0;5969850000,0;43,0;2445716550;us_market;Drug Manufacturers—General;GlaxoSmithKline plc
ERIC;106;679;0,2310953939265984;0,3076139467220824;42699624448;13135000000,0;35475000000,0;21363000000,0;5369000000,0;41422445000,0;10,85;2982117691;us_market;Communication Equipment;Telefonaktiebolaget LM Ericsson (publ)
FOX;107;679;0,31259464916708735;0,09793761603278664;25291610112;2477000000,0;5747000000,0;2177000000,0;749000000,0;5769115000,0;38,42;464277111;us_market;Broadcasting;Fox Corporation
UWMC;108;680;0,4232324100663981;0,07422333975409744;15057015808;1117582000,0;2416988000,0;223599000,0;5526345000,0;1205688097,5;7,23;87965763;us_market;Mortgage Finance;UWM Holdings Corporation
DISH;109;683;0,6959416454508911;0,06288181258308853;35681652736;2243727000,0;937412000,0;2286604000,0;2027241000,0;3229307510,0;37,08;247923184;us_market;Entertainment;DISH Network Corporation
LMT;110;687;0,527383218626446;0,06767505848826748;106435076096;7203000000,0;5445000000,0;8213000000,0;500000000,0;2587670000,0;335,5;236409147;us_market;Aerospace & Defense;Lockheed Martin Corporation
UL;111;693;1,551853666503348;0,05684678871559651;167151042560;9502000000,0;-4435000000,0;10558000000,0;2160000000,0;5029497500,0;52,87;2588372095;us_market;Household & Personal Products;Unilever PLC
MAN;112;698;0,27338722491459444;0,11505160656466919;5981880832;688225000,0;1981600000,0;535800000,0;;1362375000,0;102,35;53807685;us_market;Staffing & Employment Services;ManpowerGroup Inc.
ARCC;113;699;5,716763005780347;0,05338748062270891;18524942336;989000000,0;135000000,0;38000000,0;1000000,0;240160000,0;20,92;;us_market;Asset Management;Ares Capital Corporation
STC;114;704;0,3135226317879205;0,09079243161421538;1495903872;135816750,0;275046000,0;158150000,0;943000,0;392453410,0;71,9;26484333;us_market;Insurance—Property & Casualty;Stewart Information Services Corporation
TRTN;115;705;1,857323404255319;0,05561979817752509;11771105280;654706500,0;347438000,0;5062000,0;128872000,0;48118472,5;62,13;66186557;us_market;Rental & Leasing Services;Triton International Limited
FOXA;116;705;0,31259464916708735;0,09135609471473216;27113680896;2477000000,0;5747000000,0;2177000000,0;749000000,0;5769115000,0;41,33;464277111;us_market;Broadcasting;Fox Corporation
LEA;117;708;0,2636340801768311;0,11732642715265931;11182263296;1311975000,0;1700000000,0;3276500000,0;14200000,0;1110521750,0;177,43;59575895;us_market;Auto Parts;Lear Corporation
VALE;118;710;0,2196274211394886;0,4024759150130136;144500572160;58158000000,0;50967000000,0;213836000000,0;10648000000,0;68585540000,0;11,79;4534140526;us_market;Other Industrial Metals & Mining;Vale S.A.
WHR;119;712;0,3006361584239688;0,09293577854264438;15763573760;1465000000,0;685000000,0;4188000000,0;298000000,0;2718587500,0;218,18;62411924;us_market;Furnishings, Fixtures & Appliances;Whirlpool Corporation
ELP;120;716;0,25377887922172176;0,12666729692596684;22801958912;2888262500,0;1753039000,0;9627981000,0;2599088000,0;3064113382,5;5,21;1214592016;us_market;Utilities—Diversified;Companhia Paranaense de Energia - COPEL
TSM;121;716;0,20852882360736164;2,9350176402850106;146242961408;429225671500,0;475034260000,0;1583317502000,0;2601169000,0;649125244460,0;117,79;4835633840;us_market;Semiconductors;Taiwan Semiconductor Manufacturing Company Limited
SGRP;122;721;0,23656464325928958;0,14317941824672062;48421764;6933000,0;23612000,0;5695000,0;300000,0;13737087,5;1,63;7862915;us_market;Specialty Business Services;SPAR Group, Inc.
KTB;123;725;0,41023959183979264;0,07207465192777246;3798669056;273787750,0;488045000,0;179340000,0;25000000,0;222536045,0;58,0;53225580;us_market;Apparel Manufacturing;Kontoor Brands, Inc.
TCOM;124;730;0,3575050709939148;0,07762086834001465;29518479360;2291250000,0;-358000000,0;6767000000,0;6525000000,0;17816642500,0;28,61;471525038;us_market;Travel Services;Trip.com Group Limited
BHAT;125;734;0,21631225891621678;0,25917606801963156;32131900;8327819,5;33950533,0;4548531,0;14117,0;15583809,825;0,685;19885224;us_market;Electronic Gaming & Multimedia;Fujian Blue Hat Interactive Entertainment Technology Ltd.
URI;126;738;1,3944679351656095;0,05428102002085764;36453810176;1978750000,0;127000000,0;1292000000,0;644000000,0;120577500,0;385,97;72137497;us_market;Rental & Leasing Services;United Rentals, Inc.
STLA;127;739;0,28304405874499333;0,09370831632695231;52033802240;4876000000,0;4445000000,0;12782000000,0;199000000,0;21623630000,0;20,37;1825781913;us_market;Auto Manufacturers;Stellantis N.V.
AYI;128;744;0,39550173010380624;0,07183586723848838;6364508672;457200000,0;822100000,0;333900000,0;24300000,0;525239500,0;209,84;34854774;us_market;Electrical Equipment & Parts;Acuity Brands, Inc.
SHI;129;745;0,19821188130760312;11,8542743145092;259652208;3077988500,0;2072597000,0;13456182000,0;;6983777730,0;22,69;52849434;us_market;Oil & Gas Refining & Marketing;Sinopec Shanghai Petrochemical Company Limited
INTC;130;747;0,27603754878706876;0,09605823712452644;228980883456;21995500000,0;22495000000,0;57188000000,0;2632000000,0;5156397500,0;50,31;4053348700;us_market;Semiconductors;Intel Corporation
CSCO;131;749;0,6228950777202072;0,060317620931388594;223226642432;13464500000,0;18242000000,0;3374000000,0;3005000000,0;11312650000,0;57,12;4210917561;us_market;Communication Equipment;Cisco Systems, Inc.
STX;132;751;0,4844547193877551;0,06440755467843033;23588071424;1519250000,0;858000000,0;2278000000,0;259000000,0;1102090000,0;95,3;209185421;us_market;Computer Hardware;Seagate Technology Holdings plc
WINA;133;753;3,290917778955653;0,050914880306329534;804830528;40977850,0;6892700,0;5559100,0;5332700,0;5954927,25;247,95;2579094;us_market;Specialty Retail;Winmark Corporation
MET;134;755;1,0145546705286024;0,05504455562654373;127269625856;7005500000,0;4291000000,0;2614000000,0;238000000,0;19125722500,0;63,91;723684182;us_market;Insurance—Life;MetLife, Inc.
TKC;135;756;0,19983195139926013;1,356983640991417;3725874688;5055951000,0;9018110000,0;16282904000,0;2103028000,0;11627641470,0;4,38;642019699;us_market;Telecom Services;Turkcell Iletisim Hizmetleri A.S.
GSS;136;760;0,24391652912049044;0,11610248971325993;445490016;51722500,0;4638000,0;207412000,0;49735000,0;58146962,5;3,7;66835886;us_market;Gold;Golden Star Resources Ltd.
ASAI;137;765;0,2288439876091242;0,1329549481891783;12224065536;1625250000,0;-374000000,0;7476000000,0;2120000000,0;3267785000,0;13,41;158103254;us_market;Grocery Stores;Sendas Distribuidora S.A.
MDP;138;766;0,35406223893065997;0,0736715816782435;4602181632;339050000,0;153100000,0;804500000,0;4100000,0;107341000,0;58,23;35857296;us_market;Publishing;Meredith Corporation
K;139;767;0,6750478011472275;0,05862675567613139;30109972480;1765250000,0;-1756000000,0;4371000000,0;636000000,0;300627500,0;62,91;276973340;us_market;Packaged Foods;Kellogg Company
CTSH;140;769;0,4738116591928251;0,06383494636442762;41380155392;2641500000,0;3311000000,0;2264000000,0;38000000,0;2519075000,0;79,54;524498702;us_market;Information Technology Services;Cognizant Technology Solutions Corporation
CRWS;141;774;0,24262114537444934;0,1125094215787984;73427184;8261250,0;28524000,0;5526000,0;1964000,0;-135027,5;7,46;8843406;us_market;Textile Manufacturing;Crown Crafts, Inc.
RDY;142;781;0,19272930006805009;1,5118602763807827;15548394496;23507000000,0;64858000000,0;57111000000,0;;13178930000,0;63,72;117046880;us_market;Drug Manufacturers—Specialty & Generic;Dr. Reddy's Laboratories Limited
